Submissions and Samples Step Ordinal,1,1,1
Submissions and Samples Submission Date Date,Submissions and Samples Total Submission Count,Submissions and Samples Submission Duration Seconds,Seconds per step
2022-12-13,75883,3.00277512454E7,395.71117701461463
2022-12-12,34528,1.50078601044E7,434.6576721617238
2022-12-11,17730,1258054.7727,70.95627595600678
2022-12-10,22519,1.18805424306E7,527.5785972112438
2022-12-09,70636,3.23667276296E7,458.21858018007816
2022-12-08,87963,4.33345084521E7,492.64473076293444
2022-12-07,67620,4.3055220025E7,636.723159198462
2022-12-06,93889,4.43321618964E7,472.17631348081244
2022-12-05,91665,3.74664674331E7,408.7325307707413
2022-12-04,33576,1481004.6219,44.10902495532523
2022-12-03,26830,1.13779183879E7,424.0744833358181
2022-12-02,86706,3.75229074989E7,432.7602184266371
2022-12-01,93223,4.14225467958E7,444.33827269879754
2022-11-30,91104,2.71076807322E7,297.5465482547418
2022-11-29,86091,3.63862664718E7,422.648900254382
2022-11-28,90077,4.08106818856E7,453.0643991873619
2022-11-27,23446,1335655.5188,56.967308658193296
2022-11-26,37434,1.78454042027E7,476.716466386173
2022-11-25,78710,2.97434751551E7,377.8868651391183
2022-11-24,80306,2.75414271711E7,342.9560328132394
2022-11-23,87052,3.24511885018E7,372.7793560377705
2022-11-22,87314,4.507978092E7,516.294991868429
2022-11-21,99658,4.62933269081E7,464.521934095607
2022-11-20,19203,2663236.6853,138.68857393636412
2022-11-19,28560,1.86066155238E7,651.4921401890756
2022-11-18,73561,4.98329518506E7,677.4371181821889
2022-11-17,81196,5.2838030721E7,650.7467205404207
2022-11-16,89141,5.60476663862E7,628.7529463008044
2022-11-15,93550,5.24792553741E7,560.9754716632816
2022-11-14,90035,4.37885427283E7,486.3502274482146
